"ID","REVIEW","RATING","AUTHOR","TITLE"
"71","Tense and entertaining. Very well filmed, cast, acted, edited, sound design, locations, visuals, etc. It's a very good package for a heist movie. It doesn't really do anything mind-blowing or memorable, but I have no complaints at all, which is rare. It feels VERY realistic, which sometimes is not fun (when you've seen Mission Impossible 4.. you get a taste for the fantastic and grounded). If you haven't seen it and want to pass the time with a well crafted product, I'd say ""go for it""....Now..
Normally, I qualify movies as a whole. But I tend to put emphasis on the beginning (Marriage Story being a fine example). If I'm immediately turned off is no good, but also how easily and smoothly I'm introduced to this new world. I tend to be easily dissuaded because of everything I've already watched in my lifetime. And then there is the ending (like the anime Code Geass s02), which is the most important part of it all. If the story ends and you feel hollow, disappointed or let down.. then the time you spent watching feels even heavier, a sense of wasted of time.This movie failed me in one of these regards, just a bit. That plus the averageness of the script in comparison to others, lowers what would be a high score for me. And this was a choice.. I can't agree to it, but it isn't my film. Could have been better.","6","daisukereds"," Very good! But..
"
"72","Beautiful and simple movie to get you tensed and excited. I really enjoyed watching this movie a lot basically cuz it was unpredictable and fun. Acting and dialogues were on point with a wonderful idea of blending it with the 2010 World Cup which for some time made me feel the movie was based on actual events.... Such capture from a movie to the audience is every directors goal and makes this movie a remarkable thing to watch. I highly recommend this if you are into heist movies ð","9","kenzibit"," The World Cup Blend makes it feel like a true story ð"
"73","Silly story with banal plot, unlikable characters and subpar action. Seen it hundred times in other movies. Most of the time done better than here. Don't waste your time with this trash.","2","olegmaluhin"," Boring and uninspired
"
"74","The Vault may not even meet all the expectations it was proposing, but it must still be checked and celebrated.","7","charlietiberioj"," God Fun
"
"75","Maybe it just wasn't for me, but nothing grabbed or hooked me in. Nothing stuck out for me. I was surprisingly bored, again maybe it simply wasn't for me.","4","dharmashantilove"," Bored
"
"76","Nothing special, you've seen it a million times but it doesn't make it not worth watching. If you're looking for something deeper and new, you won't find it here, but if you just want to watch whatever action movie, it's actually pretty good. If you have a free evening and you have nothing better to do you should give it a go.","6","Bartlomiej_Lichwala"," Not terrible
"
"77","This is the type of movie you hope is cleverly cast and written.....with a smashing end.....but...alas....not here! There's little chemistry between characters.....much of the writing is improbable.....and the end makes no sense. We're supposed to believe that a 500 year old treasure ended up being buried.....where?....you're kidding.....right?","7","jdticktalk"," Huh?
"
"78","Checks every box of basic heist movie plot, lacks creativity but it's still a simple light entertaining movie.","6","jdpaula"," Pleasing yet uninspired
"
"79","The Vault may not even meet all the expectations it was proposing, but it must still be checked and celebrated.","7","charlietiberioj"," Good Fun
"
"80","Started out with high hopes for this movie. Soon let down. Most of the movie is in Spanish, sound editing is so bad that for most of it I couldn't understand what was being said as too much background noise.So unbelievable as well. The vault is weighted so people walking on it sets it off? How do they load things into the vault then? A huge space under the vault that is easy to access from outside?","5","darth-moose72"," Had High hopes but let down.
"
